"bioID","firstName","middleName","lastName","fullGivenName","nameSuffix","nameNick","pos","height","weight","college","birthDate","birthCity","birthState","birthCountry","highSchool","hsCity","hsState","hsCountry","deathDate","race"
"blounco01","Corie","Kasoun","Blount","","","","F","81","240","Cincinnati","1969-01-04","Monrovia","CA","USA","Monrovia","Monrovia","CA","USA","0000-00-00","B"
"blounma01","Mark","D.","Blount","","","","C","84","230","Pittsburgh","1975-11-30","Dobbs Ferry","NY","USA","Oak Hill Academy / Sacred Heart / Dobbs Ferry","Mouth of Wilson / Yonkers / Dobbs Ferry","VA / NY / NY","USA","0000-00-00","B"
"bobbito01","Tony","Rachaun","Bobbitt","","","","G","76","190","Cincinnati","1979-10-22","Daytona","FL","USA","Mainland","Daytona Beach","FL","USA","0000-00-00","B"
"bobbne01","Nelson","S.","Bobb","","","Nitzy","G","72","170","Temple","1924-02-25","Philadelphia","PA","USA","West Philadelphia","Philadelphia","PA","USA","2003-12-08","W"
"boganke01","Keith","Ramon","Bogans","","","","G","77","215","Kentucky","1980-05-12","Washington","DC","USA","DeMatha Catholic","Hyattsville","MD","USA","0000-00-00","B"
"bogutan01","Andrew","Michael","Bogut","","","","C","84","245","Utah","1984-11-28","Melbourne","","AUS","Australian Institute of Sport","Melbourne","","AUS","0000-00-00","W"
"bohanet01","Etdrick","","Bohannon","","","Batman","F","81","220","Auburn-Montgomery","1973-05-29","San Bernardino","CA","USA","Maine Central Institute / San Bernardino","Pittsfield / San Bernardino","ME / CA","USA","0000-00-00","B"
"bolma01","Manute","","Bol","","","","C","90","200","Bridgeport","1962-10-16","Gogrial","","SUD","Case Western Reserve English Language","Cleveland","OH","USA","2010-06-19","B"
"bondwa01","Walter","","Bond","","","","G","77","200","Minnesota","1969-02-01","Chicago","IL","USA","Collins","Chicago","IL","USA","0000-00-00","B"
"boneyde01","Dexter","Lyndell","Boney","","","","G","76","185","UNLV","1970-04-27","Wilmington","DE","USA","Brandywine","Wilmington","DE","USA","0000-00-00","B"
"bonnean01","Anthony","","Bonner","","","A.B.","F","80","215","St. Louis","1968-06-08","St. Louis","MO","USA","Vashon","St. Louis","MO","USA","0000-00-00","B"
"bonsage01","George","H.","Bon Salle","","","","F","80","220","Illinois","1935-07-01","Chicago","IL","USA","Loyola Academy","Chicago","IL","USA","0000-00-00","W"
"bookeme01","Melvin","Jermaine","Booker","","","","G","73","185","Missouri","1972-08-20","Pascagoula","MS","USA","Moss Point","Moss Point","MS","USA","0000-00-00","B"
"booketr01","Trevor","Fitzgerald","Booker","","","","F","80","240","Clemson","1987-11-25","Newberry","SC","USA","Union County","Union","SC","USA","0000-00-00","B"
"boothca01","Calvin","Lawrence","Booth","","","","C","83","230","Penn State","1976-05-07","Reynoldsburg","OH","USA","Groveport Madison","Reynoldsburg","OH","USA","0000-00-00","B"
"boothke01","Keith","Eugene","Booth","","","","F","77","226","Maryland","1974-10-09","Baltimore","MD","USA","Dunbar","Baltimore","MD","USA","0000-00-00","B"
"boozeca01","Carlos","Austin","Boozer","","Jr.","","F-C","80","258","Duke","1981-11-20","Aschaffenburg","","GER","Juneau-Douglas","Juneau","AK","USA","0000-00-00","B"
"borchcu01","Curtis","Alan","Borchardt","","","","C","84","240","Stanford","1980-09-13","Buffalo","NY","USA","Eastlake","Redmond","WA","USA","0000-00-00","W"
"boumtru01","Ruben","Bertrand","Boumtje-Boumtje","","","","C","84","245","Georgetown","1978-05-20","Edda","","CMR","Archbishop Carroll","Washington","DC","USA","0000-00-00","B"
"bowenbr01","Bruce","","Bowen","","Jr.","","F-G","79","185","Cal. State-Fullerton","1971-06-14","Merced","CA","USA","Edison","Fresno","CA","USA","0000-00-00","B"
"bowenry01","Ryan","Cleo","Bowen","","","","F","79","213","Iowa","1975-11-20","Fort Madison","IA","USA","Fort Madison","Fort Madison","IA","USA","0000-00-00","W"
"bowiean01","Anthony","Lee","Bowie","","","A.B., Boo","G-F","78","190","Oklahoma","1963-11-09","Tulsa","OK","USA","East Central","Tulsa","OK","USA","0000-00-00","B"
"bowlior01","Orbie","Lee","Bowling","","","Orb, Gomer","C","82","215","Tennessee","1939-03-21","","KY","USA","Sandy Hook","Sandy Hook","TN","USA","0000-00-00","W"
"bowmair01","Ira","","Bowman","","","","G","77","195","Pennsylvania","1973-06-11","Newark","NJ","USA","Seton Hall Prep","West Orange","NJ","USA","0000-00-00","B"
"boydde01","Dennis","","Boyd","","","","G","73","175","Detroit","1954-05-21","Portsmouth","VA","USA","Roosevelt","New York","NY","USA","0000-00-00","B"
"boydke01","Ken","","Boyd","","","","F","77","195","Boston University","1952-03-25","Frederick","MD","USA","Frederick","Frederick","MD","USA","0000-00-00","B"
"boykiea01","Earl","Antoine","Boykins","","","","G","65","133","Eastern Michigan","1976-06-02","Cleveland","OH","USA","Central Catholic","Cleveland","OH","USA","0000-00-00","B"
"boykoha01","Harry","J.","Boykoff","","","Big Hesh, Heshie, Big Boy","C","81.5","225","St. John's (NY)","1922-07-24","Brooklyn","NY","USA","Thomas Jefferson","Brooklyn","NY","USA","2001-02-20","W"
"boynewi01","Winford","Gladstone","Boynes","","III","","G-F","78","185","San Francisco","1957-05-17","Greenville","SC","USA","Capitol Hill","Oklahoma City","OK","USA","0000-00-00","B"
"bozemce01","Cedric","R.","Bozeman","","","Ced","G","78","207","UCLA","1983-03-07","Los Angeles","CA","USA","Mater Dei","Santa Ana","CA","USA","0000-00-00","B"
"brackcr01","Craig","Lee","Brackins","","","","F","82","230","Iowa State","1987-10-09","Lancaster","CA","USA","Palmdale (DNP) / Boys to Men Acad / Brewster Acad","Palmdale / Chicago / Wolfeboro","CA / IL/ NH","USA","0000-00-00","B"
"braddga01","Gary","Lee","Bradds","","","Tex","F","80","210","Ohio State","1942-07-26","Jamestown","OH","USA","Greenview","Greenview","OH","USA","1983-07-15","W"
"bradlal01","Alonzo","","Bradley","","","","F","78","190","Texas Southern","1953-10-16","Utica","MS","USA","Hinds County Agricultural","Utica","MS","USA","0000-00-00","B"
"bradlal02","Alex","","Bradley","","III","","F","78","215","Villanova","1959-10-30","Bradenton","FL","USA","Long Branch","Long Branch","NJ","USA","0000-00-00","B"
"bradlav01","Avery","Antonio","Bradley","","Jr.","","G","74","180","Texas","1990-11-26","Castle AFB, Merced","CA","USA","Bellarmine Prep / Findlay College Prep","Tacoma / Henderson","WA / NV","USA","0000-00-00","B"
"bradlch01","Charles","Warnell","Bradley","","","","G","77","215","Wyoming","1959-05-16","Havre De Grace","MD","USA","Edgewood","Edgewood","MD","USA","0000-00-00","B"
"bradldu01","Dudley","Leroy","Bradley","","","","G-F","78","195","North Carolina","1957-03-19","Baltimore","MD","USA","Edgewood","Edgewood","MD","USA","0000-00-00","B"
"bradlmi01","Michael","Thomas","Bradley","","","","F","81","225","Villanova","1979-04-18","Worcester","MA","USA","Burncoat","Worcester","MA","USA","0000-00-00","W"
"bradlsh01","Shawn","Paul","Bradley","","","","C","89","235","Brigham Young","1972-03-22","Landstuhl","","GER","Emery County","Castle Dale","UT","USA","0000-00-00","W"
"bradtma01","Mark","Robert","Bradtke","","","Hoges","C-F","82","265","none","1968-09-27","Adelaide","","AUS","Redcliffe","Redcliffe","","AUS","0000-00-00","W"
"braggma01","Marques","","Bragg","","","","F","80","230","Providence","1970-03-24","East Orange","NJ","USA","Clifford J. Scott","East Orange","NJ","USA","0000-00-00","B"
"braggto01","Torraye","","Braggs","","","","F","79","237","Xavier (OH)","1976-05-15","Fresno","CA","USA","Edison","Fresno","CA","USA","0000-00-00","B"
"brancad01","Adrian","Francis","Branch","","","","F-G","79","185","Maryland","1963-11-17","Washington","DC","USA","DeMatha Catholic","Hyattsville","MD","USA","0000-00-00","B"
"brandel01","Elton","Tyron","Brand","","","","F-C","80","260","Duke","1979-03-11","Cortland","NY","USA","Peekskill","Peekskill","NY","USA","0000-00-00","B"
"braunca01","Carl","August","Braun","","","","G-F","77","180","Colgate","1927-09-25","Brooklyn","NY","USA","Adelphi Academy","Garden City","NY","USA","2010-02-10","W"
"breweja01","Jamison","Rudy Van","Brewer","","","","G","76","180","Auburn","1980-11-19","East Point","GA","USA","Tri-Cities / Newport","East Point / Kensington","GA / MD","USA","0000-00-00","B"
"brewero02","Ronnie ","","Brewer","","","","G","79","220","Arkansas","1985-03-20","Portland","OR","USA","Fayetteville","Fayetteville","AR","USA","0000-00-00","B"
"brezepr01","Primoz","","Brezec","","","","C","85","243","none","1979-10-02","Postojna","","SLV","","","","","0000-00-00","W"
"brianfr01","Frank","Sands","Brian","","","Frankie, Flash","G","73","180","Louisiana State","1923-05-01","Zachary","LA","USA","Zachary","Zachary","LA","USA","0000-00-00","W"
"briskjo01","John","","Brisker","","","","F-G","77","210","Toledo","1947-06-15","Detroit","MI","USA","Hamtramck","Hamtramck","MI","USA","0000-00-00","B"
"bristal01","Allan","Mercer","Bristow","","Jr.","Disco","F-G","79","210","Virginia Tech","1951-08-23","Richmond","VA","USA","Henrico","Richmond","VA","USA","0000-00-00","W"
"brittda01","David","","Britton","","","Dave","G","76","180","Texas A&M","1958-08-29","New York","NY","USA","Kennedy","Bronx","NY","USA","0000-00-00","B"
"brittty01","Tyrone","","Britt","","","","G","76","190","Johnson C. Smith","1944-04-18","","","","Thomas Edison","Philadelphia","PA","USA","0000-00-00","B"
"brittwa01","Wayman","P.","Britt","","","","G","74","185","Michigan","1952-08-31","Wilson Mills","NC","USA","Northern","Flint","MI","USA","0000-00-00","B"
"brokaga01","Gary","George","Brokaw","","","","G","76","178","Notre Dame","1954-01-11","New Brunswick","NJ","USA","New Brunswick","New Brunswick","NJ","USA","0000-00-00","B"
"brookke01","Kevin","","Brooks","","","","F","78","200","Southwestern Louisiana","1969-10-12","Beaufort","SC","USA","White Castle","White Castle","LA","USA","0000-00-00","B"
"brookma01","MarShon","Scitif","Brooks","","","","G-F","77","200","Providence","1989-01-26","Long Branch","NJ","USA","Tucker","Tucker","GA","USA","0000-00-00","B"
"brooksc01","Scott","William","Brooks","","","","G","71","165","California-Irvine","1965-07-31","French Camp","CA","USA","East Union","Manteca","CA","USA","0000-00-00","W"
"brownan01","Andre","D.","Brown","","","","F","81","245","DePaul","1981-05-12","Chicago","IL","USA","Leo","Chicago","IL","USA","0000-00-00","B"
"brownda02","Damone","Lamar","Brown","","","","F","80","200","Syracuse","1979-06-28","Buffalo","NY","USA","Seneca Vocational","Buffalo","NY","USA","0000-00-00","B"
"brownde02","Devin","","Brown","","","","G-F","77","210","Texas-San Antonio","1978-12-30","Salt Lake City","UT","USA","South Sanwest Campus","San Antonio","TX","USA","0000-00-00","B"
"browner01","Ernest","","Brown","","","","C","84","244","Indian Hills CC","1979-05-17","Bronx","NY","USA","St. Raymonds","Bronx","NY","USA","0000-00-00","B"
"brownfr01","Fred","","Brown","","","Downtown, Freddie","G","75","182","Iowa","1948-08-07","Milwaukee","WI","USA","Lincoln","Milwaukee","WI","USA","0000-00-00","B"
"brownge01","George","Raff","Brown","","","Sweet Georgia Brown","F","78","190","Wayne State (MI)","1935-10-30","New Orleans","LA","USA","Cass Tech","Detroit","MI","USA","0000-00-00","B"
"brownge02","Gerald","","Brown","","","","G","76","210","Pepperdine","1975-07-28","Los Angeles","CA","USA","Carl Hayden","Phoenix","AZ","USA","0000-00-00","B"
"brownha01","Harold","V.","Brown","","","Hal, Brownie","G","72","155","Evansville","1923-10-02","","","","","","","","0000-00-00","W"
"brownjo01","John","Young","Brown","","","","F","79","220","Missouri","1951-12-14","Frankfurt","","GER","Dixon","Dixon","MO","USA","0000-00-00","W"
"brownkw01","Kwame","James","Brown","","","","C-F","83","240","none","1982-03-10","Charleston","SC","USA","Glynn Academy","Brunswick","GA","USA","0000-00-00","B"
"brownle01","Leon","","Brown","","","Stretch","F","75","190","Wyoming","1919-10-12","","","","Cheyenne","Cheyenne","WY","USA","1990-10-14","W"
"brownle02","Lewis","","Brown","","","","C","82","225","UNLV","1955-02-19","Los Angeles","CA","USA","Verbum Dei","Los Angeles","CA","USA","2011-09-14","B"
"brownma01","Marcus","James","Brown","","","","G","75","185","Murray State","1974-04-03","West Memphis","AR","USA","West Memphis","West Memphis","AR","USA","0000-00-00","B"
"brownra01","Raymond","","Brown","","","","F","80","220","Idaho","1965-07-05","Atlanta","GA","USA","Sylvan","Atlanta","GA","USA","0000-00-00","B"
"brownra02","Randy","","Brown","","","","G","74","190","New Mexico State","1968-05-22","Chicago","IL","USA","Collins","Chicago","IL","USA","0000-00-00","B"
"brownri01","Rickey","Darnell","Brown","","","","C-F","82","215","Mississippi State","1958-08-20","Madison County","MS","USA","West Fulton","Atlanta","GA","USA","0000-00-00","B"
"brownsh01","Shannon","","Brown","","","","G","76","205","Michigan State","1985-11-29","Maywood","IL","USA","Proviso East","Maywood","IL","USA","0000-00-00","B"
"brownti01","Tierre","","Brown","","","","G","74","189","McNeese State","1979-06-03","Iowa","LA","USA","Iowa","Iowa","LA","USA","0000-00-00","B"
"brundst01","Stanley","Dwayne","Brundy","","","Stan","F","78","210","DePaul","1967-11-13","New Orleans","LA","USA","Crenshaw","Los Angeles","CA","USA","0000-00-00","B"
"brunkbr01","Brian","J.","Brunkhorst","","","Bronk","F","77.5","208","Marquette","1945-06-12","Owen","WI","USA","Abbotsford","Abbotsford","WI","USA","0000-00-00","W"
"brunsge01","George","William","Bruns","","","","G","72","160","Manhattan","1946-08-30","Brooklyn","NY","USA","St. Augustine","Brooklyn","NY","USA","0000-00-00","W"
"brunsri01","Rick","Daniel","Brunson","","","","G","76","190","Temple","1972-06-14","Syracuse","NY","USA","Salem","Salem","MA","USA","0000-00-00","B"
"bryanem01","Emmette","","Bryant","","","Em","G","73","175","DePaul","1938-11-04","Chicago","IL","USA","Crane Tech","Chicago","IL","USA","0000-00-00","B"
"bryanko01","Kobe","Bean","Bryant","","","","G","78","200","none","1978-08-23","Philadelphia","PA","USA","Lower Merion","Ardmore","PA","USA","0000-00-00","B"
"bryanma01","Mark","Craig","Bryant","","","","F-C","81","245","Seton Hall","1965-04-25","Glen Ridge","CA","USA","Columbia","Maplewood","NJ","USA","0000-00-00","B"
"bryanwa01","Wallace","Gordon","Bryant","","Jr.","","C","84","245","San Francisco","1959-07-14","Madrid","","ESP","Emerson","Gary","IN","USA","0000-00-00","B"
"brynto01","Torgeir","","Bryn","","","","C","81","250","SW Texas State","1964-08-08","Oslo","","NOR","","","","","0000-00-00","W"
"buccige01","George","P.","Bucci","","Jr.","The King","G","75","200","Manhattan","1953-07-09","Cornwall","NY","USA","Newburgh Free Academy","Newburgh","NY","USA","0000-00-00","W"
"buckncl01","Cleveland","","Buckner","","","","F-C","81","210","Jackson State","1938-08-17","Yazoo City","MS","USA","","","","","2006-10-05","B"
"budkowa01","Walter","","Budko","","Jr.","Walt","F-C","77","220","Columbia","1925-06-30","Brooklyn","NY","USA","F.K. Lane/ Trinity School","Brooklyn / New York","NY","USA","0000-00-00","W"
"buforro01","Rodney","Alan","Buford","","","Buf","G-F","77","189","Creighton","1977-11-02","Milwaukee","WI","USA","Vincent","Milwaukee","WI","USA","0000-00-00","B"
"burkmro01","Roger","Allen","Burkman","","","","G","76","175","Louisville","1958-05-22","Indianapolis","IN","USA","Franklin Central","Indianapolis","IN","USA","0000-00-00","W"
"burksal01","Alec","","Burks","","","","G","78","202","Colorado","1991-07-20","Grandview","MO","USA","Grandview","Grandview","MO","USA","0000-00-00","B"
"burksan01","Antonio","Cornell","Burks","","","","G","72","195","Memphis ","1980-02-25","Memphis","TN","USA","Booker T. Washington","Memphis","TN","USA","0000-00-00","B"
"burleke01","Kevin","","Burleson","","","K.B.","G","75","205","Minnesota","1979-04-09","Seattle","WA","USA","O'Dea","Seattle","WA","USA","0000-00-00","B"
"burnsda01","David","Earl","Burns","","","","G","74","180","St. Louis","1958-07-03","Dallas","TX","USA","South Oak Cliff","Dallas","TX","USA","0000-00-00","B"
"burnsev01","Evers","Allen","Burns","","","","F-C","80","250","Maryland","1971-08-24","Baltimore","MD","USA","Woodlawn","Baltimore","MD","USA","0000-00-00","B"
"burresc01","Scott","David","Burrell","","","","G-F","79","218","Connecticut","1971-01-12","New Haven","CT","USA","Hamden","Hamden","CT","USA","0000-00-00","B"
"burtowi01","Willie","Ricardo","Burton","","","","F-G","79","210","Minnesota","1968-05-26","Detroit","MI","USA","St. Martin De Porres","Detroit","MI","USA","0000-00-00","B"
"butleji01","Jimmy","","Butler","","","","G-F","79","220","Marquette","1989-09-14","Houston","TX","USA","Tomball","Tomball","TX","USA","0000-00-00","B"
"butlemi02","Mitchell","Leon","Butler","","","","G-F","77","210","UCLA","1970-12-15","Los Angeles","CA","USA","Oakwood","North Hollywood","CA","USA","0000-00-00","B"
"butlera01","Rasual","","Butler","","","","F","79","205","LaSalle","1979-05-23","Philadelphia","PA","USA","Roman Catholic","Philadelphia","PA","USA","0000-00-00","B"
"byarsde01","Derrick","JaVaughn","Byars","","","","G-F","79","220","Vanderbilt","1984-04-25","Memphis","TN","USA","Ridgeway","Memphis","TN","USA","0000-00-00","B"
"bytzumi01","Michael","John","Bytzura","","","Mike","F","73","170","LIU","1922-06-18","","","","Duquesne","Pittsburgh","PA","USA","1989-01-24","W"
"cabarza01","Zarko","","Cabarkapa","","","","F-C","83","235","none","1981-05-21","Zrenjanin","","YUG","","","","","0000-00-00","W"
"caffeja01","Jason","Andre","Caffey","","","","F","80","255","Alabama","1973-06-12","Mobile","AL","USA","Davidson","Mobile","AL","USA","0000-00-00","B"
"cagemi01","Michael","Jerome","Cage","","","John Shaft","F-C","81","224","San Diego State","1962-01-28","West Memphis","AR","USA","West Memphis","West Memphis","AR","USA","0000-00-00","B"
